MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,33.5725,92.9588,357.552,-264.593,2,264.784,263.72,1,1,1,0,264.784,264.784
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,49.5901,649.291,328.046,321.245,2,271.334,244.537,1,1,3,1,271.334,271.334
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,5.83179,90.1863,307.196,-217.01,2,236.495,235.74,1,1,1,0,236.495,236.495
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,21.6156,748.317,308.615,439.702,2,312.676,305.429,1,1,2,1,312.676,312.676
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,13.4487,91.5318,303.62,-212.089,2,260.604,259.819,1,1,1,0,260.604,260.604
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,53.6201,85.8274,288.198,-202.37,2,288.816,288.198,1,1,1,0,288.816,288.816
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,62.159,681.902,303.732,378.17,2,236.17,229.37,1,1,2,1,236.17,236.17
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,81.1682,93.4676,276.086,-182.619,2,243.958,243.134,1,1,1,0,243.958,243.958
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,10.6567,554.816,273.172,281.645,2,233.75,218.22,1,1,2,1,233.75,233.75
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,54.1726,720.543,310.883,409.66,2,288.225,281.804,1,1,2,1,288.225,288.225
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,21.3463,93.3088,273.24,-179.932,2,239.062,238.105,1,1,1,0,239.062,239.062
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,74.8669,84.6094,284.249,-199.64,2,285.359,284.249,1,1,1,0,285.359,285.359
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,28.3092,91.0078,336.348,-245.34,2,210.032,208.557,1,1,1,0,210.032,210.032
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,85.6977,618.106,277.346,340.76,2,257.466,243.03,1,1,2,1,257.466,257.466
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,36.1154,90.4181,253.348,-162.93,2,254.368,253.348,1,1,1,0,254.368,254.368
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,9.09381,100.174,310.621,-210.447,2,179.398,177.165,1,0,1,0,179.398,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,20.8194,86.7548,389.104,-302.35,2,231.399,231.028,1,1,1,0,231.399,231.399
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,35.7085,900.163,334.108,566.055,2,373.45,329.522,1,1,3,1,373.45,373.45
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,77.6829,85.2958,266.619,-181.324,2,267.349,266.619,1,1,1,0,267.349,267.349
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,56.8133,96.0307,313.996,-217.965,2,158.865,158.074,1,0,1,0,158.865,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,25.7384,92.3647,311.805,-219.44,2,169.186,162.979,1,0,2,0,169.186,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,32.0604,617.879,310.862,307.017,2,238.381,225.116,1,1,2,1,238.381,238.381
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,71.4397,88.8325,336.976,-248.143,2,337.93,336.976,1,1,1,0,337.93,337.93
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,26.1913,97.1198,307.815,-210.696,2,245.197,242.79,1,1,1,0,245.197,245.197
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,15.4958,91.5277,307.967,-216.439,2,156.546,154.5,2,0,1,0,156.546,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,15.4958,91.5277,307.967,-216.439,2,153.982,153.467,2,0,1,0,156.546,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,64.5322,635.841,312.897,322.944,2,285.889,270.874,1,1,2,1,285.889,285.889
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,128.196,89.9997,361.138,-271.138,2,203.57,202.847,1,1,1,0,203.57,203.57
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,9.56317,725.73,345.335,380.395,2,301.193,281.059,1,1,2,1,301.193,301.193
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,8.29006,88.5687,323.421,-234.852,2,292.942,292.32,1,1,1,0,292.942,292.942
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,22.1975,93.5686,331.196,-237.628,2,260.45,255.884,1,1,1,0,260.45,260.45
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,47.5861,93.5487,247.274,-153.725,2,222.457,220.462,1,1,1,0,222.457,222.457
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,116.198,90.3558,276.316,-185.96,2,152.902,150.56,1,0,1,0,152.902,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,23.6823,667.412,330.528,336.884,2,290.551,266.503,1,1,3,1,290.551,290.551
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,52.5922,594.388,269.064,325.324,2,245.374,234.327,1,1,2,1,245.374,245.374
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,40.158,95.4363,262.018,-166.582,2,203.371,202.994,1,1,1,0,203.371,203.371
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,37.7664,91.7913,300.415,-208.624,2,204.315,203.348,1,1,1,0,204.315,204.315
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,42.1861,91.6221,272.481,-180.858,2,224.251,223.048,1,1,1,0,224.251,224.251
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,78.074,83.5984,357.229,-273.63,2,329.212,327.063,1,1,1,0,329.212,329.212
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,18.0048,1147.55,300.597,846.952,2,252.166,238.984,1,1,2,1,252.166,252.166
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,7.87294,90.5873,328.199,-237.612,2,251.629,251.294,1,1,1,0,251.629,251.629
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,20.7007,89.7381,304.109,-214.37,2,195.407,184.256,1,0,2,0,195.407,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,22.5737,90.1937,500.43,-410.237,2,252.523,250.537,1,1,1,0,252.523,252.523
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,18.6044,87.4125,336.516,-249.103,2,298.192,297.719,1,1,1,0,298.192,298.192
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,24.5664,90.7271,409.809,-319.082,2,250.123,247.937,1,1,1,0,250.123,250.123
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,14.8925,92.3235,300.98,-208.657,2,262.663,262.446,1,1,1,0,262.663,262.663
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,21.853,101.101,300.035,-198.935,2,271.141,270.238,1,1,1,0,271.141,271.141
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,38.5811,81.313,330.443,-249.13,2,269.995,268.889,1,1,1,0,269.995,269.995
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,8.41895,621.032,356.174,264.858,2,289.416,266.075,1,1,3,1,289.416,289.416
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,25.1049,717.014,273.946,443.068,2,276.413,265.157,1,1,2,1,276.413,276.413
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,68.5714,88.8109,280.762,-191.951,2,174.337,173.926,1,0,1,0,174.337,0
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,65.1283,90.3893,282.024,-191.635,2,252.739,252.097,1,1,1,0,252.739,252.739
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,37.4023,97.5936,281.553,-183.959,2,211.252,209.979,1,1,1,0,211.252,211.252
MET1 MET mZt HT mZt-HT topflag mass pt Njet_from_vectorsize Njet_goodjets  Nconst Ntops vrc_maxM_pre0 vrc_maxM,8.94326,89.8778,312.417,-222.539,2,212.943,211.239,1,1,1,0,212.943,212.943
